name,memory_mib,cpu_milli,gpu_milli,gpu_spec,qos,time,from,offload,to,start,end,run,complete_cpu,complete_size_cpu,complete_gpu,complete_size_gpu,off_start,off_end,offload_success,complete_offload
openb-pod-6107,49152,473600.0,0.0,-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4401,30517,270720.0,159.048,2,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3888,48128,410400.0,36.0,-1,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7595,49152,779700.0,69.0,-1,1,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2821,48128,573762.0,50.33,0,1,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5579,47104,844277.2,33.323,-1,1,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5101,57344,307500.0,0.0,-1,1,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2885,15258,922000.0,73.76,-1,2,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1890,58368,340062.0,21.66,-1,1,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5846,58368,698640.0,49.2,1,1,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5361,57344,210375.0,0.0,-1,1,2,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1951,31250,445400.0,111.35,2,1,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1498,49152,489600.0,0.0,-1,2,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4534,30517,850400.0,116.93,-1,2,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2090,30517,179088.0,0.0,-1,2,2,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4647,49152,147917.0,130.9,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3215,77824,602140.0,50.6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6680,77824,103740.0,91.0,-1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2765,10600,332126.784,64.79352,-1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4362,41560,166279.5,169.5,-1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0038,22888,153200.0,183.84,-1,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0023,24576,376334.76,31.36123,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6667,47104,458100.75999999995,180.809,0,1,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0000,16384,150449.952,125.37496000000002,-1,1,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7901,49152,622080.0,0.0,-1,2,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3122,47104,450122.4,177.66,0,1,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0023,24576,376334.76,31.36123,1,1,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7618,49152,313010.0,27.7,1,1,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2371,15258,353240.0,194.28199999999998,2,2,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5715,32768,578720.0,36.17,-1,1,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4687,49152,229390.0,20.3,-1,1,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2805,48128,809400.0,71.0,1,1,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5698,49152,105090.0,93.0,-1,1,3,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6668,77824,789564.0,69.26,-1,1,3,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4942,49152,130515.0,115.5,-1,1,3,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0909,58368,480263.0,30.589999999999996,2,1,3,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7611,49152,101700.0,90.0,2,1,3,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3871,49152,473600.0,0.0,-1,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2589,48128,892620.0,78.3,-1,1,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6194,49152,119441.0,105.7,0,1,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4796,15258,295680.0,118.272,-1,2,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1786,24576,561600.0,46.8,1,1,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6581,16384,671200.0,83.9,2,1,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3465,64512,140310.0,75.0,1,1,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1838,51200,818400.0,0.0,-1,1,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0865,57344,227500.0,0.0,-1,1,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1304,64512,710904.0,38.0,-1,1,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4434,22888,369400.0,29.552,-1,2,4,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6394,49152,944680.0,83.6,-1,1,4,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7064,41560,830907.0,84.7,-1,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1156,47104,535860.0,45.0,0,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5386,47104,226728.32,123.75999999999999,-1,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1082,58368,307406.0,195.8,-1,1,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1246,57344,140000.0,0.0,-1,1,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0714,32768,761600.0,47.6,-1,1,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7278,47104,487037.2,26.585,-1,1,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6269,47104,607308.0,33.15,-1,1,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7733,49152,372900.0,33.0,-1,1,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0286,64512,323648.4,173.0,2,1,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0793,57344,110125.0,0.0,-1,1,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2472,48128,141246.0,123.9,0,1,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3375,48128,118446.0,103.9,2,1,5,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1490,47104,919297.6,50.18,2,1,5,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2781,77824,317016.0,26.639999999999997,-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0031,32768,528848.0,33.053000000000004,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3101,48128,282720.0,24.8,1,1,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0015,49152,721064.0,45.0665,2,1,6,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0606,31250,304720.0,76.17999999999999,2,1,6,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6189,49152,279110.0,24.7,-1,1,6,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2398,57344,632500.0,0.0,-1,1,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5052,24576,160896.0,134.07999999999998,2,1,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2677,16384,153360.0,127.8,-1,1,6,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3461,49152,595200.0,0.0,-1,2,6,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7116,30517,950400.0,0.0,-1,2,6,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6813,41560,104967.0,107.0,-1,1,6,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1015,30517,456000.0,26.79,-1,2,6,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7036,64512,170242.8,91.0,0,1,6,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7567,49152,496070.0,43.9,-1,1,6,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3883,41560,306464.4,31.24,-1,1,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5208,49152,130515.0,115.5,2,1,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5294,58368,172672.0,121.6,-1,1,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5652,47104,464412.0,25.35,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7621,49152,342390.0,30.3,-1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2840,58368,323891.0,20.630000000000003,2,1,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3953,49152,835200.0,0.0,-1,2,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7537,47104,595400.0,50.0,2,2,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5481,49152,100570.0,89.0,2,1,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2864,22888,186800.0,22.416,0,2,7,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4446,12288,468000.0,35.88,-1,1,7,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4254,47104,443096.68,24.186500000000002,0,1,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5058,49152,287020.0,25.4,1,1,7,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7410,47104,485846.4,26.52,0,1,7,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5731,41560,416925.0,42.5,-1,1,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6303,32768,328800.0,41.1,2,1,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1460,31250,375600.0,93.9,2,1,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2555,48128,128352.6,112.59,-1,1,7,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5538,30517,134784.0,0.0,-1,2,7,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0092,30517,172000.0,101.05,-1,2,7,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2243,16384,861600.0,71.8,-1,1,7,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4733,15360,114468.0,95.39,-1,1,7,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7598,30517,488400.0,28.083,-1,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6305,64512,125717.76000000001,67.2,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3038,64512,106635.6,57.0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6146,49152,291540.0,25.8,1,1,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0015,49152,721064.0,45.0665,2,1,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4567,48128,953040.0,83.6,-1,1,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0763,24576,160080.0,40.019999999999996,-1,1,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5063,47104,523952.0,28.6,-1,1,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2945,58368,314000.0,200.0,-1,1,8,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1863,47104,333424.0,28.0,-1,2,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5616,49152,301936.0,26.72,-1,1,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6549,41560,497955.6,50.760000000000005,-1,1,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0232,32768,579680.0,36.230000000000004,-1,1,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2710,12288,340200.0,26.082,-1,1,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3723,51200,459228.0,0.0,-1,1,8,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6402,62500,282880.0,0.0,-1,1,8,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2939,30517,456000.0,26.79,2,2,8,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6087,58368,123809.8,87.19,-1,1,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0709,51200,842820.0,0.0,-1,1,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6415,16384,812800.0,101.6,1,1,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4702,49152,598900.0,53.0,-1,1,8,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2362,49152,476800.0,0.0,-1,2,8,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7404,47104,113126.0,44.65,1,1,8,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0189,32768,288000.0,18.0,-1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5373,57344,966250.0,0.0,-1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3173,48128,823422.0,72.22999999999999,-1,1,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7575,49152,218090.0,193.0,2,1,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5107,30517,206400.0,165.12,-1,2,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4313,47104,100622.6,39.714999999999996,1,1,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3590,24576,624000.0,52.0,1,3,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5843,47104,960975.6,37.929,2,1,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5442,16384,446040.0,37.17,-1,1,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2761,57344,353750.0,0.0,-1,1,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4687,49152,229390.0,20.3,-1,1,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4326,30517,142088.0,0.0,-1,2,9,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7897,49152,166110.0,147.0,-1,1,9,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1530,58368,631454.0,40.22,-1,1,9,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5629,57344,113750.0,0.0,-1,1,9,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3654,48128,460560.0,40.4,0,1,9,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6816,41560,236911.5,24.15,-1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4377,57344,820000.0,0.0,-1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6471,47104,121461.6,47.94,-1,1,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4089,48128,738150.0,64.75,-1,1,10,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4867,49152,256510.0,22.7,0,1,10,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6285,24576,460320.0,38.36,-1,1,10,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5461,47104,162401.304,88.647,-1,1,10,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-8111,77824,585960.0,51.4,1,1,10,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2046,58368,945140.0,60.2,-1,1,10,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3762,51200,140547.0,0.0,-1,1,10,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6139,30517,108000.0,63.45,-1,2,10,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7014,57344,146250.0,0.0,-1,1,10,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0496,41560,554265.0,56.5,0,1,10,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4109,22888,745600.0,59.648,-1,2,10,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6353,16384,942552.0,78.546,1,1,10,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6941,49152,141250.0,125.0,-1,1,10,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5435,49152,215830.0,191.0,1,1,10,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0768,48128,627000.0,55.0,2,1,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3749,49152,451200.0,0.0,-1,2,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5265,49152,257640.0,22.8,-1,1,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3497,48128,472302.0,41.43,2,1,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3476,24576,154212.0,128.51,-1,1,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6144,64512,933529.2,49.9,1,1,11,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0862,64512,355452.0,190.0,2,1,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1893,48128,468540.0,41.1,-1,1,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5898,49152,354820.0,31.4,-1,1,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4082,16384,119200.0,149.0,2,1,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5319,58368,164436.0,115.8,-1,1,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0764,6144,322200.0,24.702,-1,1,11,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6422,30517,591200.0,34.733,-1,2,11,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3886,62500,260000.0,0.0,-1,1,11,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4723,57344,687500.0,0.0,-1,1,11,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0352,30517,201848.0,0.0,-1,2,11,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4160,30517,671720.0,53.7376,0,2,11,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0232,32768,579680.0,36.230000000000004,-1,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3719,41560,727902.0,74.2,-1,1,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2793,48128,117420.0,103.0,-1,1,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3825,16384,607200.0,50.6,1,1,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0885,51200,238755.0,0.0,-1,1,12,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4621,52224,192700.0,20.5,-1,1,12,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4114,32768,218480.0,27.310000000000002,2,1,12,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2146,32768,201440.0,125.9,2,1,12,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2939,30517,456000.0,26.79,2,2,12,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0552,65536,103680.0,64.8,1,1,12,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5735,41560,854451.0,87.1,-1,1,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3613,30517,227144.0,0.0,-1,2,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3665,64512,104877.048,56.06,2,1,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4792,15258,216000.0,8.64,-1,2,12,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1186,30517,576000.0,33.84,-1,2,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7377,30517,156800.0,92.12,-1,2,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5259,22888,340800.0,40.896,-1,2,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3939,41560,278604.0,28.4,2,1,12,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5680,57344,341250.0,0.0,-1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5651,90112,238546.0,154.9,-1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4031,48128,388740.0,34.1,-1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6052,47104,121699.76000000001,102.2,-1,2,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6987,57344,698750.0,0.0,-1,1,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4436,22888,450400.0,36.032,2,2,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4193,48128,798000.0,70.0,-1,1,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0766,47104,435237.4,23.7575,0,1,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5846,58368,698640.0,49.2,-1,1,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4857,125952,502168.0,30.619999999999997,-1,1,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5569,41560,406134.0,41.4,-1,1,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5358,57344,170125.0,0.0,-1,1,13,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4819,57344,146250.0,0.0,-1,1,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1139,47104,416780.0,35.0,2,2,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0289,57344,292500.0,0.0,-1,1,13,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6499,90112,197274.0,128.1,-1,1,13,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7848,49152,262160.0,23.2,-1,1,13,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2729,58368,105190.0,67.0,0,1,13,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4767,15258,121440.0,48.576,-1,2,13,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1731,30517,176000.0,0.0,-1,2,13,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2763,16384,718200.0,55.062,-1,1,13,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6452,49152,179105.0,158.5,0,1,13,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1213,31250,170040.0,42.510000000000005,-1,1,13,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7805,49152,181930.0,161.0,0,1,13,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7216,2048,110000.0,35.2,-1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6611,57344,332750.0,0.0,-1,1,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2217,51200,219912.0,0.0,-1,1,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1786,24576,561600.0,46.8,-1,1,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2450,48128,438444.0,38.46,0,1,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0768,48128,627000.0,55.0,1,1,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2413,24576,159080.0,39.769999999999996,2,1,14,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4542,22888,532000.0,42.56,-1,2,14,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1021,16384,299440.0,37.43,-1,1,14,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6374,16384,104560.0,130.7,0,1,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5926,30517,536000.0,31.49,0,2,14,8,0,8,0,0,0,0,0,0,0,0,0,0,0
